,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,is_fraud,hour,month,dayofweek,year
31649,ECOMMERCE,2.0,MANUAL,9.99,5467.35,WA,US,0,0,0,0,13,6,5,2021
31650,ECOMMERCE,2.0,MANUAL,33.05,17915.27,IL,US,0,0,0,0,6,6,5,2021
31651,ECOMMERCE,2.0,MANUAL,21.33,3236.5,GA,US,0,0,1,0,23,6,5,2021
31652,ECOMMERCE,1.0,MANUAL,22.61,22887.91,FL,US,0,0,0,0,2,6,5,2021
31653,ECOMMERCE,1.0,MANUAL,170.82,6538.99,FL,US,0,0,0,0,23,6,5,2021
31654,OTHER,4.0,MAGSTRIPE,41.06,164.9,TN,US,1,1,1,0,22,6,5,2021
31655,ECOMMERCE,1.0,MANUAL,8.67,22792.45,FL,US,0,0,0,0,1,6,5,2021
31656,OTHER,3.0,CHIP,37.97,362.78,NV,US,1,1,0,0,21,6,5,2021
31657,ECOMMERCE,1.0,MANUAL,31.39,16091.9,FL,US,0,0,0,0,14,6,5,2021
31658,MOTO,8.0,MANUAL,35.75,14151.82,GA,US,0,0,0,0,18,6,5,2021
31659,ECOMMERCE,3.0,CARD_ON_FILE,149.97,7502.12,AR,US,0,0,0,0,15,6,5,2021
31660,MOTO,14.0,MANUAL,65.0,42.73,FL,US,0,0,0,0,12,6,5,2021
31661,ECOMMERCE,1.0,MANUAL,13.98,18703.45,OH,US,0,0,0,0,8,6,5,2021
31662,ECOMMERCE,1.0,MANUAL,13.08,24884.98,FL,US,0,0,0,0,0,6,5,2021
31663,ECOMMERCE,5.0,MANUAL,33.4,3514.5,GA,US,0,0,1,0,18,6,5,2021
31664,ECOMMERCE,2.0,CARD_ON_FILE,32.77,4873.66,AR,US,0,0,0,0,18,6,5,2021
31665,ECOMMERCE,28.0,MANUAL,38.92,8350.58,AR,US,0,0,0,0,6,6,5,2021
31666,ECOMMERCE,1.0,MANUAL,29.86,6022.39,WA,US,0,0,0,0,9,6,5,2021
31667,OTHER,1.0,CHIP,11.05,15.05,VA,US,1,1,1,0,17,6,5,2021
31668,ECOMMERCE,28.0,CARD_ON_FILE,149.98,4345.96,AR,US,0,0,0,0,20,6,5,2021
31669,ECOMMERCE,1.0,MANUAL,19.61,0.01,WA,US,0,0,0,0,1,6,5,2021
31670,MOTO,3.0,MANUAL,13.95,13673.41,GA,US,0,0,0,0,19,6,5,2021
31671,ECOMMERCE,1.0,MANUAL,16.68,24303.2,FL,US,0,0,0,0,6,6,5,2021
31672,ECOMMERCE,4.0,MANUAL,14.49,5385.45,WA,US,0,0,0,0,22,6,5,2021
31673,ECOMMERCE,2.0,MANUAL,4.44,17842.46,TN,US,0,0,1,0,15,6,5,2021
31674,ECOMMERCE,23.0,MANUAL,508.72,23820.63,WA,US,0,0,0,0,12,6,5,2021
31675,ECOMMERCE,1.0,MANUAL,9.47,3719.86,WA,US,0,0,0,0,9,6,5,2021
31676,ECOMMERCE,2.0,MANUAL,59.88,7500.79,IL,US,0,0,0,0,3,6,5,2021
31677,MOTO,4.0,MANUAL,18.44,13385.74,GA,US,0,0,0,0,19,6,5,2021
31678,OTHER,1.0,CHIP,7.5,633.66,FL,US,1,1,1,0,17,6,5,2021
31679,ECOMMERCE,1.0,CARD_ON_FILE,15.94,6575.35,AR,US,0,0,0,0,15,6,5,2021
31680,ECOMMERCE,1.0,CARD_ON_FILE,32.77,7762.28,AR,US,0,0,0,0,13,6,5,2021
31681,MOTO,4.0,MANUAL,11.68,14046.72,GA,US,0,0,0,0,18,6,5,2021
31682,ECOMMERCE,2.0,MANUAL,32.52,102.58,WA,US,0,0,0,0,7,6,5,2021
31683,ECOMMERCE,1.0,MANUAL,13.06,12335.08,FL,US,0,0,0,0,1,6,5,2021
31684,ECOMMERCE,5.0,MANUAL,260.57,374.59,UT,US,0,0,0,0,17,6,5,2021
31685,ECOMMERCE,1.0,MANUAL,31.39,15983.38,FL,US,0,0,0,0,13,6,5,2021
31686,ECOMMERCE,18.0,CARD_ON_FILE,169.0,2251.78,AR,US,0,0,0,0,23,6,5,2021
31687,ECOMMERCE,5.0,MANUAL,130.9,3708.64,NJ,US,0,0,0,0,12,6,5,2021
31688,ECOMMERCE,1.0,MANUAL,14.16,23423.71,FL,US,0,0,0,0,5,6,5,2021
31689,MOTO,4.0,CARD_ON_FILE,9.99,2164.79,MN,US,0,0,0,0,13,6,5,2021
31690,ECOMMERCE,22.0,MANUAL,501.67,30391.81,WA,US,0,0,0,0,14,6,5,2021
31691,ECOMMERCE,1.0,MANUAL,13.4,15266.48,FL,US,0,0,0,0,10,6,5,2021
31692,ECOMMERCE,2.0,CARD_ON_FILE,31.88,6992.91,AR,US,0,0,0,0,12,6,5,2021
31693,ECOMMERCE,1.0,MANUAL,20.14,12863.9,FL,US,0,0,0,0,2,6,5,2021
31694,ECOMMERCE,1.0,MANUAL,17.2,11953.01,FL,US,0,0,0,0,8,6,5,2021
31695,ECOMMERCE,10.0,CARD_ON_FILE,1029.3,2395.22,CA,US,0,0,0,0,1,6,5,2021
31696,ECOMMERCE,2.0,CARD_ON_FILE,28.34,9467.59,AR,US,0,0,0,0,19,6,5,2021
31697,ECOMMERCE,2.0,MANUAL,17.79,3723.36,WA,US,0,0,0,0,23,6,5,2021
31698,ECOMMERCE,3.0,MANUAL,30.31,882.89,WA,US,0,0,0,0,21,6,5,2021
31699,ECOMMERCE,1.0,CARD_ON_FILE,9.97,10188.03,AR,US,0,0,0,0,20,6,5,2021
31700,ECOMMERCE,10.0,CARD_ON_FILE,197.4,690.12,OR,US,0,0,0,0,17,6,5,2021
31701,MOTO,6.0,MANUAL,15.44,13346.47,GA,US,0,0,0,0,19,6,5,2021
31702,ECOMMERCE,1.0,CARD_ON_FILE,12.81,8312.57,AR,US,0,0,0,0,18,6,5,2021
31703,ECOMMERCE,1.0,MANUAL,9.99,5055.62,WA,US,0,0,0,0,10,6,5,2021
31704,ECOMMERCE,1.0,MANUAL,8.75,20162.45,FL,US,0,0,0,0,23,6,5,2021
31705,ECOMMERCE,6.0,MANUAL,44.61,12502.12,CA,US,0,0,0,0,13,6,5,2021
31706,ECOMMERCE,1.0,MANUAL,34.45,13383.1,FL,US,0,0,0,0,13,6,5,2021
31707,ECOMMERCE,1.0,MANUAL,22.45,19698.39,FL,US,0,0,0,0,20,6,5,2021
31708,ECOMMERCE,1.0,MANUAL,88.08,2334.87,WA,US,0,0,0,0,19,6,5,2021
31709,ECOMMERCE,3.0,MANUAL,443.63,1033.57,WA,US,0,0,0,0,20,6,5,2021
31710,ECOMMERCE,1.0,MANUAL,12.62,25066.24,FL,US,0,0,0,0,1,6,5,2021
31711,OTHER,16.0,CHIP,31.16,25.75,TN,US,0,0,1,0,17,6,5,2021
31712,ECOMMERCE,1.0,MANUAL,17.21,22272.41,FL,US,0,0,0,0,23,6,5,2021
31713,ECOMMERCE,2.0,MANUAL,12.92,9053.58,OH,US,0,0,0,0,2,6,5,2021
31714,ECOMMERCE,2.0,MANUAL,28.87,6840.33,WA,US,0,0,0,0,23,6,5,2021
31715,ECOMMERCE,1.0,CARD_ON_FILE,17.18,8596.73,AR,US,0,0,0,0,13,6,5,2021
31716,ECOMMERCE,1.0,MANUAL,17.45,24946.08,FL,US,0,0,0,0,0,6,5,2021
31717,ECOMMERCE,1.0,MANUAL,12.4,10004.94,IL,US,0,0,0,0,23,6,5,2021
31718,ECOMMERCE,1.0,MANUAL,12.63,6634.25,FL,US,0,0,0,0,21,6,5,2021
31719,ECOMMERCE,1.0,MANUAL,9.93,5712.29,WA,US,0,0,0,0,10,6,5,2021
31720,ECOMMERCE,1.0,MANUAL,24.0,2737.48,WA,US,0,0,0,0,9,6,5,2021
31721,ECOMMERCE,5.0,MANUAL,27.44,15275.97,WA,US,0,0,0,0,5,6,5,2021
31722,ECOMMERCE,2.0,MANUAL,20.97,18838.78,OH,US,0,0,0,0,7,6,5,2021
31723,OTHER,2.0,CHIP,4.8,423.83,FL,US,1,1,1,0,16,6,5,2021
31724,ECOMMERCE,1.0,MANUAL,8.12,16711.65,FL,US,0,0,0,0,23,6,5,2021
31725,ECOMMERCE,2.0,MANUAL,41.3,5244.09,WA,US,0,0,0,0,13,6,5,2021
31726,ECOMMERCE,1.0,MANUAL,13.98,19238.98,OH,US,0,0,0,0,7,6,5,2021
31727,ECOMMERCE,1.0,MANUAL,7.62,0.0,WA,US,0,0,0,0,12,6,5,2021
31728,ECOMMERCE,1.0,MANUAL,13.9,13588.03,FL,US,0,0,0,0,15,6,5,2021
31729,OTHER,16.0,CHIP,230.0,114.83,WA,US,1,1,1,0,21,6,5,2021
31730,ECOMMERCE,1.0,MANUAL,14.31,26294.11,FL,US,0,0,0,0,15,6,5,2021
31731,ECOMMERCE,1.0,CARD_ON_FILE,9.82,649.89,GA,US,0,0,0,0,15,6,5,2021
31732,ECOMMERCE,1.0,MANUAL,10.2,17386.11,FL,US,0,0,0,0,17,6,5,2021
31733,OTHER,3.0,CHIP,5.29,638.04,MI,US,1,1,1,0,19,6,5,2021
31734,ECOMMERCE,1.0,MANUAL,16.7,8183.52,FL,US,0,0,0,0,23,6,5,2021
31735,ECOMMERCE,1.0,MANUAL,8.95,12387.24,WA,US,0,0,0,0,6,6,5,2021
31736,ECOMMERCE,1.0,CARD_ON_FILE,32.77,4726.22,AR,US,0,0,0,0,17,6,5,2021
31737,OTHER,1.0,CHIP,250.06,0.0,CA,US,1,1,1,0,23,6,5,2021
31738,ECOMMERCE,1.0,MANUAL,9.75,7844.7,FL,US,0,0,0,0,19,6,5,2021
31739,ECOMMERCE,1.0,MANUAL,23.09,28418.63,FL,US,0,0,0,0,4,6,5,2021
31740,ECOMMERCE,2.0,CARD_ON_FILE,32.77,5980.48,AR,US,0,0,0,0,14,6,5,2021
31741,ECOMMERCE,28.0,CARD_ON_FILE,28.98,8103.93,AR,US,0,0,0,0,20,6,5,2021
31742,,,,52.79,,,,,,,1,0,6,5,2021
31743,ECOMMERCE,1.0,CARD_ON_FILE,7.97,7407.63,AR,US,0,0,0,0,15,6,6,2021
31744,ECOMMERCE,24.0,MANUAL,502.2,510.44,WA,US,0,0,0,0,9,6,6,2021
31745,ECOMMERCE,11.0,MANUAL,35.0,1969.6,WA,US,0,0,0,0,21,6,6,2021
31746,ECOMMERCE,4.0,MANUAL,35.2,3688.16,WA,US,0,0,0,0,12,6,6,2021
31747,ECOMMERCE,2.0,MANUAL,22.23,17516.8,OH,US,0,0,0,0,2,6,6,2021
31748,OTHER,11.0,CHIP,415.68,1244.41,TX,US,1,1,0,0,19,6,6,2021
31749,ECOMMERCE,1.0,MANUAL,8.28,20653.37,FL,US,0,0,0,0,13,6,6,2021
31750,ECOMMERCE,1.0,CARD_ON_FILE,9.53,109.39,CA,US,0,0,0,0,14,6,6,2021
31751,ECOMMERCE,1.0,CARD_ON_FILE,9.97,7170.09,AR,US,0,0,0,0,6,6,6,2021
31752,ECOMMERCE,10.0,MANUAL,34.79,5315.41,MN,US,0,0,0,0,13,6,6,2021
31753,ECOMMERCE,1.0,MANUAL,18.61,5149.81,FL,US,0,0,0,0,7,6,6,2021
31754,ECOMMERCE,1.0,MANUAL,20.11,9643.76,FL,US,0,0,0,0,22,6,6,2021
31755,ECOMMERCE,1.0,MANUAL,18.23,8478.48,FL,US,0,0,0,0,5,6,6,2021
31756,ECOMMERCE,1.0,MANUAL,6.49,2789.94,WA,US,0,0,0,0,17,6,6,2021
31757,ECOMMERCE,1.0,MANUAL,3.68,3469.98,WA,US,0,0,0,0,22,6,6,2021
31758,ECOMMERCE,1.0,MANUAL,7.8,3373.11,WA,US,0,0,0,0,17,6,6,2021
31759,ECOMMERCE,3.0,MANUAL,11.99,4563.13,WA,US,0,0,0,0,20,6,6,2021
31760,ECOMMERCE,1.0,MANUAL,13.42,20275.93,FL,US,0,0,0,0,8,6,6,2021
31761,MOTO,2.0,CARD_ON_FILE,6.48,4481.25,CA,US,0,0,0,0,19,6,6,2021
31762,ECOMMERCE,6.0,MANUAL,23.96,3040.74,AR,US,0,0,0,0,3,6,6,2021
31763,ECOMMERCE,17.0,MANUAL,29.96,3387.92,AR,US,0,0,0,0,20,6,6,2021
31764,ECOMMERCE,1.0,MANUAL,134.9,7279.8,SC,US,0,0,0,0,6,6,6,2021
31765,ECOMMERCE,1.0,CARD_ON_FILE,15.94,6377.3,AR,US,0,0,0,0,18,6,6,2021
31766,ECOMMERCE,2.0,MANUAL,7.39,20621.41,PA,US,0,0,1,0,19,6,6,2021
31767,ECOMMERCE,3.0,MANUAL,608.69,0.0,UT,US,0,0,0,0,0,6,6,2021
31768,ECOMMERCE,1.0,MANUAL,18.47,21044.73,FL,US,0,0,0,0,3,6,6,2021
31769,OTHER,3.0,CHIP,95.28,626.16,GA,US,1,1,1,0,21,6,6,2021
31770,,,,52.79,,,,,,,1,0,6,6,2021
31771,,,,52.79,,,,,,,1,0,6,6,2021
31772,ECOMMERCE,2.0,MANUAL,48.48,15061.08,FL,US,0,0,0,0,14,6,6,2021
31773,ECOMMERCE,2.0,MANUAL,6.96,20898.94,IL,US,0,0,0,0,19,6,6,2021
31774,ECOMMERCE,3.0,CARD_ON_FILE,119.0,3996.38,AR,US,0,0,0,0,1,6,6,2021
31775,ECOMMERCE,2.0,MANUAL,14.96,17628.5,OH,US,0,0,0,0,2,6,6,2021
31776,ECOMMERCE,23.0,CARD_ON_FILE,31.65,4029.34,ND,US,0,0,0,0,14,6,6,2021
31777,ECOMMERCE,2.0,CARD_ON_FILE,7.77,984.19,GA,US,0,0,0,0,23,6,6,2021
31778,OTHER,1.0,CHIP,21.51,499.69,TX,US,1,1,0,0,1,6,6,2021
31779,ECOMMERCE,1.0,MANUAL,9.52,10351.34,FL,US,0,0,0,0,15,6,6,2021
31780,MOTO,8.0,CARD_ON_FILE,99.0,355.03,SC,US,0,0,0,0,18,6,6,2021
31781,ECOMMERCE,2.0,MANUAL,50.02,20673.72,FL,US,0,0,0,0,13,6,6,2021
31782,MOTO,2.0,CARD_ON_FILE,6.24,4233.04,WA,US,0,0,0,0,19,6,6,2021
31783,ECOMMERCE,3.0,MANUAL,20.97,12888.57,OH,US,0,0,0,0,9,6,6,2021
31784,ECOMMERCE,3.0,CARD_ON_FILE,34.82,6479.03,AR,US,0,0,0,0,9,6,6,2021
31785,ECOMMERCE,5.0,MANUAL,47.96,1610.7,FL,US,0,0,0,0,4,6,6,2021
31786,ECOMMERCE,4.0,CARD_ON_FILE,54.68,1558.93,ND,US,0,0,0,0,16,6,6,2021
31787,ECOMMERCE,2.0,CARD_ON_FILE,33.96,9596.37,AR,US,0,0,0,0,7,6,6,2021
31788,ECOMMERCE,2.0,CARD_ON_FILE,32.77,9822.64,AR,US,0,0,0,0,12,6,6,2021
31789,ECOMMERCE,1.0,MANUAL,24.18,3121.95,WA,US,0,0,0,0,22,6,6,2021
31790,ECOMMERCE,4.0,MANUAL,23.94,4575.12,WA,US,0,0,0,0,22,6,6,2021
31791,ECOMMERCE,4.0,CARD_ON_FILE,42.87,380.66,CA,US,0,0,0,0,8,6,6,2021
31792,ECOMMERCE,2.0,CARD_ON_FILE,27.94,7341.03,AR,US,0,0,0,0,19,6,6,2021
31793,ECOMMERCE,14.0,MANUAL,185.61,29801.99,WA,US,0,0,0,0,10,6,6,2021
31794,ECOMMERCE,4.0,MANUAL,18.48,3218.38,AR,US,0,0,0,0,19,6,6,2021
31795,ECOMMERCE,2.0,MANUAL,12.98,13569.52,OH,US,0,0,0,0,7,6,6,2021
31796,ECOMMERCE,2.0,MANUAL,11.99,3667.89,WA,US,0,0,0,0,17,6,6,2021
31797,ECOMMERCE,4.0,MANUAL,23.94,3377.61,WA,US,0,0,0,0,22,6,6,2021
31798,ECOMMERCE,1.0,MANUAL,23.93,8347.09,FL,US,0,0,0,0,18,6,6,2021
31799,ECOMMERCE,4.0,MANUAL,69.98,953.15,CA,US,0,0,0,0,17,6,6,2021
31800,ECOMMERCE,1.0,MANUAL,31.48,435.21,AR,US,0,0,0,0,6,6,6,2021
31801,ECOMMERCE,3.0,CARD_ON_FILE,31.91,959.84,AR,US,0,0,0,0,9,6,6,2021
31802,MOTO,9.0,MANUAL,191.27,4390.6,CA,US,0,0,0,0,20,6,6,2021
31803,OTHER,4.0,CHIP,16.46,387.49,HI,US,1,1,1,0,2,6,6,2021
31804,OTHER,2.0,CHIP,39.5,0.0,TN,US,0,0,1,0,11,6,6,2021
31805,ECOMMERCE,1.0,MANUAL,11.99,12968.48,OH,US,0,0,0,0,7,6,6,2021
31806,ECOMMERCE,1.0,CARD_ON_FILE,7.97,7798.11,AR,US,0,0,0,0,14,6,6,2021
31807,ECOMMERCE,1.0,CARD_ON_FILE,17.94,7981.97,AR,US,0,0,0,0,22,6,6,2021
31808,ECOMMERCE,1.0,MANUAL,9.47,22868.38,FL,US,0,0,0,0,6,6,6,2021
31809,ECOMMERCE,1.0,CARD_ON_FILE,9.97,7104.49,AR,US,0,0,0,0,21,6,6,2021
31810,ECOMMERCE,5.0,MANUAL,16.98,3006.78,AR,US,0,0,0,0,19,6,6,2021
31811,ECOMMERCE,3.0,MANUAL,22.7,12743.89,OH,US,0,0,0,0,9,6,6,2021
31812,ECOMMERCE,1.0,MANUAL,22.98,0.0,WA,US,0,0,0,0,13,6,6,2021
31813,ECOMMERCE,12.0,MANUAL,49.98,272.77,FL,US,0,0,0,0,3,6,6,2021
31814,ECOMMERCE,5.0,CARD_ON_FILE,35.14,4028.46,CA,US,0,0,0,0,23,6,6,2021
31815,ECOMMERCE,1.0,CARD_ON_FILE,4.58,774.29,GA,US,0,0,0,0,15,6,6,2021
31816,ECOMMERCE,6.0,MANUAL,41.57,43.19,IL,US,0,0,0,0,19,6,6,2021
31817,ECOMMERCE,1.0,CARD_ON_FILE,10.62,6438.04,AR,US,0,0,0,0,21,6,6,2021
31818,ECOMMERCE,1.0,MANUAL,9.22,25530.81,FL,US,0,0,0,0,23,6,6,2021
31819,ECOMMERCE,3.0,MANUAL,49.51,5414.21,WA,US,0,0,0,0,21,6,6,2021
31820,ECOMMERCE,4.0,MANUAL,119.1,721.44,GA,US,0,0,1,0,23,6,6,2021
31821,ECOMMERCE,1.0,MANUAL,15.24,17591.98,FL,US,0,0,0,0,23,6,6,2021
31822,ECOMMERCE,2.0,CARD_ON_FILE,32.77,9061.99,AR,US,0,0,0,0,9,6,6,2021
31823,ECOMMERCE,2.0,CARD_ON_FILE,18.95,953.51,AR,US,0,0,0,0,9,6,6,2021
31824,OTHER,3.0,CHIP,17.28,23.73,GA,US,1,1,0,0,19,6,6,2021
31825,ECOMMERCE,19.0,MANUAL,10.98,9635.28,AR,US,0,0,0,0,10,6,6,2021
31826,OTHER,2.0,CHIP,45.89,494.34,FL,US,1,1,1,0,18,6,6,2021
31827,ECOMMERCE,1.0,MANUAL,70.13,5040.78,FL,US,0,0,0,0,1,6,6,2021
31828,ECOMMERCE,1.0,MANUAL,16.9,117.25,MD,US,0,0,1,0,19,6,6,2021
31829,ECOMMERCE,18.0,MANUAL,86.13,65.1,CA,US,0,0,0,0,15,6,6,2021
31830,ECOMMERCE,21.0,MANUAL,379.97,26177.72,WA,US,0,0,0,0,0,6,6,2021
31831,ECOMMERCE,1.0,MANUAL,22.98,28360.41,FL,US,0,0,0,0,21,6,6,2021
31832,ECOMMERCE,1.0,CARD_ON_FILE,15.94,9764.39,AR,US,0,0,0,0,6,6,6,2021
31833,ECOMMERCE,1.0,MANUAL,15.5,3027.54,WA,US,0,0,0,0,21,6,6,2021
31834,ECOMMERCE,1.0,MANUAL,19.52,18172.16,FL,US,0,0,0,0,15,6,6,2021
31835,ECOMMERCE,1.0,CARD_ON_FILE,17.94,6416.88,AR,US,0,0,0,0,21,6,6,2021
31836,ECOMMERCE,17.0,CARD_ON_FILE,73.09,391.13,CA,US,0,0,0,0,18,6,6,2021
31837,ECOMMERCE,3.0,MANUAL,23.01,12720.88,OH,US,0,0,0,0,9,6,6,2021
31838,ECOMMERCE,1.0,MANUAL,2.49,2434.29,WA,US,0,0,0,0,0,6,6,2021
31839,ECOMMERCE,1.0,MANUAL,15.02,12554.42,IL,US,0,0,0,0,22,6,6,2021
31840,OTHER,3.0,CHIP,18.4,3323.97,TX,US,1,1,1,0,2,6,6,2021
31841,ECOMMERCE,1.0,MANUAL,17.36,23094.69,FL,US,0,0,0,0,22,6,6,2021
31842,ECOMMERCE,2.0,MANUAL,7.95,10.99,WA,US,0,0,0,0,6,6,6,2021
31843,ECOMMERCE,1.0,MANUAL,19.35,17676.06,FL,US,0,0,0,0,17,6,6,2021
31844,ECOMMERCE,1.0,MANUAL,14.29,15289.36,FL,US,0,0,0,0,17,6,6,2021
31845,ECOMMERCE,3.0,MANUAL,14.95,8044.89,WA,US,0,0,0,0,16,6,6,2021
31846,ECOMMERCE,1.0,MANUAL,15.52,3108.11,WA,US,0,0,0,0,18,6,6,2021
31847,ECOMMERCE,1.0,MANUAL,25.71,8157.81,FL,US,0,0,0,0,15,6,6,2021
31848,ECOMMERCE,1.0,CARD_ON_FILE,7.97,8578.52,AR,US,0,0,0,0,16,6,6,2021
31849,ECOMMERCE,1.0,MANUAL,36.21,3844.52,WA,US,0,0,0,0,23,6,6,2021
31850,OTHER,1.0,CHIP,24.27,0.0,GA,US,1,1,0,0,19,6,6,2021
31851,ECOMMERCE,1.0,MANUAL,15.13,16640.48,OH,US,0,0,0,0,3,6,6,2021
31852,ECOMMERCE,3.0,MANUAL,17.85,1157.28,WA,US,0,0,0,0,10,6,0,2021
31853,ECOMMERCE,2.0,MANUAL,137.74,5275.01,GA,US,0,0,1,0,16,6,0,2021
31854,MOTO,5.0,MANUAL,42.72,1780.06,CA,US,0,0,0,0,19,6,0,2021
31855,ECOMMERCE,4.0,CARD_ON_FILE,49.19,15449.71,PA,US,0,0,0,0,3,6,0,2021
31856,ECOMMERCE,1.0,MANUAL,15.13,17598.32,OH,US,0,0,0,0,5,6,0,2021
31857,ECOMMERCE,6.0,CARD_ON_FILE,54.89,1945.61,ND,US,0,0,0,0,3,6,0,2021
31858,MOTO,2.0,MANUAL,17.99,26.57,CA,US,0,0,0,0,3,6,0,2021
31859,ECOMMERCE,4.0,MANUAL,1275.16,368.43,WA,US,0,0,0,0,6,6,0,2021
31860,ECOMMERCE,1.0,MANUAL,42.68,20810.37,FL,US,0,0,0,0,2,6,0,2021
31861,ECOMMERCE,28.0,MANUAL,516.71,34620.32,WA,US,0,0,0,0,18,6,0,2021
31862,ECOMMERCE,21.0,MANUAL,815.08,35220.75,WA,US,0,0,0,0,17,6,0,2021
31863,ECOMMERCE,1.0,MANUAL,13.97,16264.78,FL,US,0,0,0,0,20,6,0,2021
31864,ECOMMERCE,1.0,CARD_ON_FILE,9.97,7452.26,AR,US,0,0,0,0,18,6,0,2021
31865,ECOMMERCE,4.0,MANUAL,25.82,265.83,IL,US,0,0,0,0,17,6,0,2021
31866,ECOMMERCE,2.0,MANUAL,20.98,550.35,WA,US,0,0,0,0,12,6,0,2021
31867,ECOMMERCE,3.0,CARD_ON_FILE,6.9,1560.22,GA,US,0,0,0,0,18,6,0,2021
31868,ECOMMERCE,1.0,MANUAL,14.92,13965.63,OH,US,0,0,0,0,1,6,0,2021
31869,ECOMMERCE,3.0,MANUAL,99.0,12236.01,WA,US,0,0,0,0,5,6,0,2021
31870,ECOMMERCE,3.0,CARD_ON_FILE,34.93,1367.51,MN,US,0,0,0,0,18,6,0,2021
31871,ECOMMERCE,4.0,MANUAL,89.95,2748.98,WA,US,0,0,0,0,11,6,0,2021
31872,ECOMMERCE,26.0,MANUAL,10.98,17529.08,AR,US,0,0,0,0,9,6,0,2021
31873,ECOMMERCE,2.0,CARD_ON_FILE,16.95,8770.62,NY,US,0,0,0,0,22,6,0,2021
31874,OTHER,16.0,CHIP,390.71,2.17,TX,US,1,1,0,0,15,6,0,2021
31875,ECOMMERCE,9.0,MANUAL,27.96,18116.75,WA,US,0,0,0,0,6,6,0,2021
31876,ECOMMERCE,22.0,MANUAL,1127.5,292.57,CA,US,0,0,0,0,14,6,0,2021
31877,ECOMMERCE,1.0,MANUAL,18.03,24609.99,FL,US,0,0,0,0,9,6,0,2021
31878,ECOMMERCE,2.0,MANUAL,24.67,4818.22,MN,US,0,0,0,0,17,6,0,2021
31879,MOTO,4.0,MANUAL,14.84,18840.65,GA,US,0,0,0,0,20,6,0,2021
31880,ECOMMERCE,2.0,MANUAL,57.15,18850.9,FL,US,0,0,0,0,12,6,0,2021
31881,ECOMMERCE,5.0,MANUAL,15.13,17181.86,OH,US,0,0,0,0,12,6,0,2021
31882,ECOMMERCE,2.0,MANUAL,64.97,1519.91,GA,US,0,0,1,0,17,6,0,2021
31883,ECOMMERCE,1.0,CARD_ON_FILE,7.97,8093.81,AR,US,0,0,0,0,15,6,0,2021
31884,ECOMMERCE,3.0,MANUAL,24.93,180.44,PA,US,0,0,0,0,14,6,0,2021
31885,MOTO,5.0,CARD_ON_FILE,162.1,846.33,CA,US,0,0,0,0,16,6,0,2021
31886,ECOMMERCE,1.0,MANUAL,26.52,25960.5,FL,US,0,0,0,0,3,6,0,2021
31887,ECOMMERCE,4.0,MANUAL,13.98,16271.3,OH,US,0,0,0,0,14,6,0,2021
31888,OTHER,13.0,CHIP,15.85,308.5,FL,US,1,1,0,0,19,6,0,2021
31889,ECOMMERCE,2.0,MANUAL,21.96,3155.76,WA,US,0,0,0,0,20,6,0,2021
31890,ECOMMERCE,4.0,MANUAL,7.06,22429.1,IL,US,0,0,0,0,16,6,0,2021
31891,ECOMMERCE,1.0,MANUAL,14.67,26844.56,FL,US,0,0,0,0,6,6,0,2021
31892,ECOMMERCE,3.0,MANUAL,22.49,14934.2,OH,US,0,0,0,0,2,6,0,2021
31893,ECOMMERCE,3.0,MANUAL,22.23,16339.21,OH,US,0,0,0,0,15,6,0,2021
31894,ECOMMERCE,1.0,MANUAL,10.5,22456.73,FL,US,0,0,0,0,8,6,0,2021
31895,OTHER,12.0,CHIP,44.97,263.49,FL,US,1,1,1,0,17,6,0,2021
31896,ECOMMERCE,1.0,MANUAL,33.72,14940.56,FL,US,0,0,0,0,4,6,0,2021
31897,ECOMMERCE,4.0,CARD_ON_FILE,49.99,5382.01,AR,US,0,0,0,0,7,6,0,2021
31898,OTHER,3.0,CHIP,71.87,517.74,FL,US,1,1,0,0,0,6,0,2021
31899,ECOMMERCE,1.0,MANUAL,23.36,15718.83,FL,US,0,0,0,0,5,6,0,2021
31900,ECOMMERCE,1.0,MANUAL,8.66,3495.03,WA,US,0,0,0,0,18,6,0,2021
31901,ECOMMERCE,8.0,MANUAL,212.21,8637.99,FL,US,0,0,0,0,19,6,0,2021
31902,ECOMMERCE,2.0,MANUAL,29.94,3934.26,WA,US,0,0,0,0,0,6,0,2021
31903,ECOMMERCE,3.0,CARD_ON_FILE,119.0,2619.96,AR,US,0,0,0,0,19,6,0,2021
31904,ECOMMERCE,3.0,CARD_ON_FILE,16.95,8199.88,NY,US,0,0,0,0,22,6,0,2021
31905,ECOMMERCE,1.0,MANUAL,37.34,9538.46,FL,US,0,0,0,0,1,6,0,2021
31906,ECOMMERCE,3.0,CARD_ON_FILE,28.55,502.89,AR,US,0,0,0,0,15,6,0,2021
31907,ECOMMERCE,2.0,MANUAL,77.34,299.84,WI,US,0,0,0,0,13,6,0,2021
31908,ECOMMERCE,1.0,MANUAL,16.31,11710.31,FL,US,0,0,0,0,6,6,0,2021
31909,ECOMMERCE,5.0,MANUAL,500.0,2035.0,CT,US,0,0,0,0,17,6,0,2021
31910,ECOMMERCE,1.0,MANUAL,30.43,21809.55,FL,US,0,0,0,0,5,6,0,2021
